MATERIAL;;Etiquetas de fila;NOMBRE PRODUCTO;  PRECIO  ; TOTAL BOLSAS/CAJAS;TOTAL STAND BODEGA;TOTAL EXHIBICIÓN;TOTAL CARRITO;FALTA FACTU FEEAN;VENTA INTERNA FALTA SALIDA;VITRINAS EXTERIOR;INVENTARIO FISICO;INVENTARIO SAP;DIFERENCIA;VALOR INVENTARIO;DESCONTAR;INGRESAR;Observación
116000000000000378;0378;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI HOMBRE L; 164.000 ;;;;;;;;0;0;0;$ 0;;;OK
116000000000000379;0379;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI HOMBRE XL; 164.000 ;3;;;;;;;3;3;0;$ 492.000;;;OK
116000000000000380;0380;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI HOMBRE XXL; 164.000 ;;;;;;;;0;0;0;$ 0;;;OK
116000000000000370;0370;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI MUJER XS; 164.000 ;;;;;;;;0;0;0;$ 0;;;OK
116000000000000371;0371;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI MUJER S; 164.000 ;;;;;;;;0;0;0;$ 0;;;OK
116000000000000372;0372;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI MUJER M; 164.000 ;2;;;;;;;2;2;0;$ 328.000;;;OK
116000000000000373;0373;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI MUJER L; 164.000 ;1;;;;;;;1;1;0;$ 164.000;;;OK
116000000000000374;0374;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI MUJER XL; 164.000 ;1;;;;;;;1;1;0;$ 164.000;;;OK
116000000000000375;0375;CHAQUETAS;CHAQUETA BOMPER NEGRA COLIBRI MUJER XXL; 164.000 ;;;;;;;;0;1;1;$ 0;$ 164.000;;No se les pudo dar salida del inventario
116000000000000194;0194;CHAQUETAS;CHAQUETA BOMPER 1967  NEGRA HOMBRE S; 164.000 ;4;0;1;;;;;5;5;0;$ 820.000;;;OK
116000000000000195;0195;CHAQUETAS;CHAQUETA BOMPER 1967  NEGRA HOMBRE M; 164.000 ;;5;;;;;;5;5;0;$ 820.000;;;OK
116000000000000196;0196;CHAQUETAS;CHAQUETA BOMPER 1967  NEGRA HOMBRE L; 164.000 ;3;2;1;;;;;6;6;0;$ 984.000;;;OK
116000000000000197;0197;CHAQUETAS;CHAQUETA BOMPER 1967  NEGRA HOMBRE XL; 164.000 ;2;3;;;;;;5;5;0;$ 820.000;;;OK
116000000000000384;0384;CHAQUETAS;CHAQUETA BOMPER 1967 NEGRA HOMBRE XXL; 164.000 ;;8;;;;;;8;8;0;$ 1.312.000;;;OK
116000000000000190;0190;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS HOMBRE S; 164.000 ;1;4;;1;;;;6;6;0;$ 984.000;;;OK
116000000000000191;0191;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS HOMBRE M; 164.000 ;;7;;;;;;7;7;0;$ 1.148.000;;;OK
116000000000000192;0192;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS HOMBRE L; 164.000 ;;5;;;;;;5;5;0;$ 820.000;;;OK
116000000000000193;0193;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS HOMBRE XL; 164.000 ;;6;;;;;;6;6;0;$ 984.000;;;OK
116000000000000198;0198;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS MUJER XS; 164.000 ;;3;1;;;;1;5;5;0;$ 820.000;;;OK
116000000000000199;0199;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS MUJER S; 164.000 ;;4;;;;; ;4;4;0;$ 656.000;;;OK
116000000000000200;0200;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS MUJER M; 164.000 ;;1;;;;;;1;1;0;$ 164.000;;;OK
116000000000000201;0201;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS MUJER L; 164.000 ;;3;;;;;;3;3;0;$ 492.000;;;OK
116000000000000202;0202;CHAQUETAS;CHAQUETA BOMPER 1967 GRIS MUJER XL; 164.000 ;;7;;;;;;7;7;0;$ 1.148.000;;;OK
116000000000000203;0203;CHAQUETAS;CHAQUETA BOMPER 1967 NEGRA MUJER XS; 164.000 ;;8;;;;;;8;8;0;$ 1.312.000;;;OK
116000000000000204;0204;CHAQUETAS;CHAQUETA BOMPER 1967 NEGRA MUJER S; 164.000 ;4;4;;;;;;8;8;0;$ 1.312.000;;;OK
116000000000000205;0205;CHAQUETAS;CHAQUETA BOMPER 1967 NEGRA MUJER M; 164.000 ;;6;;1;;;;7;7;0;$ 1.148.000;;;OK
116000000000000206;0206;CHAQUETAS;CHAQUETA BOMPER 1967 NEGRA MUJER L; 164.000 ;;1;;;;;;1;1;0;$ 164.000;;;OK
116000000000000207;0207;CHAQUETAS;CHAQUETA BOMPER 1967 NEGRA MUJER XL; 164.000 ;1;7;;;;;;8;8;0;$ 1.312.000;;;OK
116000000000000313;0313;CHAQUETAS;CHAQUETA COMBINADA TURQUESA HOMBRE XS; 150.000 ;;;;;;;;0;0;0;$ 0;;;OK
116000000000000312;0312;CHAQUETAS;CHAQUETA COMBINADA TURQUESA HOMBRE S; 150.000 ;;;;;;;;0;0;0;$ 0;;;OK
116000000000000311;0311;CHAQUETAS;CHAQUETA COMBINADA TURQUESA HOMBRE M; 150.000 ;;1;;;;;;1;1;0;$ 150.000;;;OK
