MATERIAL;NOMBRE PRODUCTO;INVENTARIO FISICO;INVENTARIO SAP;DIFERENCIA
116000000000000365;HOODIE CERRADO TURQUESA L;14;14;0
116000000000000366;HOODIE CERRADO TURQUESA XL;15;15;0
116000000000000367;HOODIE CERRADO TURQUESA XXL;19;19;0
116000000000000017;BUZO CERRADO VERDE HOMBRE XS;0;0;0
116000000000000015;BUZO CERRADO VERDE HOMBRE S;4;4;0
116000000000000014;BUZO CERRADO VERDE HOMBRE M;1;1;0
116000000000000013;BUZO CERRADO VERDE HOMBRE L;1;1;0
116000000000000016;BUZO CERRADO VERDE HOMBRE XL;0;0;0
116000000000000385;BUZO CERRADO VERDE HOMBRE XXL;3;3;0
116000000000000022;BUZO CERRADO VERDE MUJER XS;1;1;0
116000000000000020;BUZO CERRADO VERDE MUJER S;0;0;0
116000000000000019;BUZO CERRADO VERDE MUJER M;0;0;0
116000000000000018;BUZO CERRADO VERDE MUJER L;0;0;0
116000000000000021;BUZO CERRADO VERDE MUJER XL;0;0;0
116000000000000463;HOODIE CERRADO AMARILLO TALLA 4;5;5;0
116000000000000464;HOODIE CERRADO AMARILLO TALLA 6;2;2;0
116000000000000465;HOODIE CERRADO AMARILLO TALLA 8;3;3;0
116000000000000466;HOODIE CERRADO AMARILLO TALLA 10;5;5;0
116000000000000467;HOODIE CERRADO AMARILLO TALLA 12;6;6;0
116000000000000468;HOODIE CERRADO AMARILLO TALLA 14;4;4;0
116000000000000469;HOODIE CERRADO AMARILLO TALLA 16;5;5;0
116000000000000470;HOODIE CERRADO MORADO TALLA 4;5;5;0
116000000000000471;HOODIE CERRADO MORADO TALLA 6;3;3;0
116000000000000472;HOODIE CERRADO MORADO TALLA 8;4;4;0
116000000000000473;HOODIE CERRADO MORADO TALLA 10;1;1;0
116000000000000474;HOODIE CERRADO MORADO TALLA 12;4;4;0
116000000000000475;HOODIE CERRADO MORADO TALLA 14;5;5;0
116000000000000476;HOODIE CERRADO MORADO TALLA 16;5;5;0
116000000000000027;BUZO COMBINADO TURQUESA HOMBRE XS;0;0;0
116000000000000025;BUZO COMBINADO TURQUESA HOMBRE S;1;1;0
116000000000000024;BUZO COMBINADO TURQUESA HOMBRE M;0;0;0
116000000000000023;BUZO COMBINADO TURQUESA HOMBRE L;0;0;0
116000000000000026;BUZO COMBINADO TURQUESA HOMBRE XL;0;0;0
116000000000000032;BUZO COMBINADO TURQUESA MUJER XS;0;0;0
116000000000000030;BUZO COMBINADO TURQUESA MUJER S;0;0;0
116000000000000029;BUZO COMBINADO TURQUESA MUJER M;0;0;0
116000000000000028;BUZO COMBINADO TURQUESA MUJER L;0;0;0
116000000000000031;BUZO COMBINADO TURQUESA MUJER XL;0;0;0
116000000000000037;BUZO COMBINADO VERDE HOMBRE XS;0;0;0
116000000000000035;BUZO COMBINADO VERDE HOMBRE S;3;3;0
116000000000000034;BUZO COMBINADO VERDE HOMBRE M;0;0;0
116000000000000033;BUZO COMBINADO VERDE HOMBRE L;0;0;0
116000000000000036;BUZO COMBINADO VERDE HOMBRE XL;0;0;0
116000000000000042;BUZO COMBINADO VERDE MUJER XS;0;0;0
116000000000000040;BUZO COMBINADO VERDE MUJER S;0;0;0
116000000000000039;BUZO COMBINADO VERDE MUJER M;1;1;0
116000000000000038;BUZO COMBINADO VERDE MUJER L;0;1;1
116000000000000041;BUZO COMBINADO VERDE MUJER XL;0;1;1
116000000000000102;ZIP HOODIE GRIS RATON XS;0;0;0
116000000000000100;ZIP HOODIE GRIS RATON S;6;5;-1
116000000000000099;ZIP HOODIE GRIS RATON M;0;0;0
116000000000000098;ZIP HOODIE GRIS RATON L;0;0;0
116000000000000101;ZIP HOODIE GRIS RATON XL;0;0;0
116000000000000354;ZIP HOODIE GRIS XS;6;5;-1
116000000000000355;ZIP HOODIE GRIS M;3;3;0
116000000000000356;ZIP HOODIE GRIS L;1;0;-1
116000000000000357;ZIP HOODIE GRIS XL;12;12;0
116000000000000358;ZIP HOODIE GRIS XXL;8;8;0
116000000000000107;ZIP HOODIE NEGRO XS;3;3;0
116000000000000105;ZIP HOODIE NEGRO S;10;10;0
116000000000000104;ZIP HOODIE NEGRO M;3;3;0
116000000000000103;ZIP HOODIE NEGRO L;4;4;0
116000000000000106;ZIP HOODIE NEGRO XL;0;1;1
116000000000000359;ZIP HOODIE NEGRO XXL;9;9;0
116000000000000348;ZIP HOODIE TURQUEZA XS;3;3;0
116000000000000349;ZIP HOODIE TURQUEZA S;7;7;0
116000000000000350;ZIP HOODIE TURQUEZA M;0;0;0
116000000000000351;ZIP HOODIE TURQUEZA L;1;2;1
116000000000000352;ZIP HOODIE TURQUEZA XL;0;2;2
116000000000000353;ZIP HOODIE TURQUEZA XXL;3;3;0
116000000000000560;BUSO CUELLO RED NG ESTAMPADO EAN XS;5;5;0
116000000000000520;BUSO CUELLO RED NG ESTAMPADO EAN S;3;3;0
116000000000000521;BUSO CUELLO RED NG ESTAMPADO EAN M;2;2;0
116000000000000522;BUSO CUELLO RED NG ESTAMPADO EAN L;4;4;0
116000000000000523;BUSO CUELLO RED NG ESTAMPADO EAN XL;4;4;0
116000000000000524;BUSO CUELLO RED NG ESTAMPADO EAN XXL;2;2;0
116000000000000561;BUSO CUELLO RED BLANCO  ESTAMPADO EAN XS;4;4;0
116000000000000525;BUSO CUELLO RED BLANCO  ESTAMPADO EAN S;0;0;0
116000000000000526;BUSO CUELLO RED BLANCO ESTAMPADO EAN M;0;0;0
116000000000000527;BUSO CUELLO RED BLANCO ESTAMPADO EAN L;3;3;0
116000000000000528;BUSO CUELLO RED BLANCO ESTAMPADO EAN XL;4;4;0
116000000000000529;BUSO CUELLO RED BLANCO ESTAMPADO EAN XXL;5;5;0
116000000000000562;BUSO CUELLO RED  NEGRO LOGO ABEJITA XS;8;8;0
116000000000000530;BUSO CUELLO RED  NEGRO LOGO ABEJITA S;7;7;0
116000000000000531;BUSO CUELLO RED  NEGRO LOGO ABEJITA M;6;6;0
116000000000000532;BUSO CUELLO RED  NEGRO LOGO ABEJITA L;7;7;0
116000000000000533;BUSO CUELLO RED  NEGRO LOGO ABEJITA XL;4;4;0
116000000000000534;BUSO CUELLO RED  NEGRO LOGO ABEJITA XXL;5;5;0
116000000000000563;BUSO CUELLO RED ROSADO BORDADO EAN XS;7;7;0
116000000000000564;BUSO CUELLO RED ROSADO BORDADO EAN S;1;1;0
116000000000000565;BUSO CUELLO RED ROSADO BORDADO EAN M;0;0;0
116000000000000566;BUSO CUELLO RED ROSADO BORDADO EAN L;1;1;0
116000000000000567;BUSO CUELLO RED ROSADO BORDADO EAN XL;7;7;0
116000000000000568;BUSO CUELLO RED ROSADO BORDADO EAN XXL;10;10;0
116000000000000569;BUSO CUELLO RED AMARILLO BORDADO EAN XS;7;7;0
116000000000000570;BUSO CUELLO RED AMARILLO BORDADO EAN S;6;6;0
116000000000000571;BUSO CUELLO RED AMARILLO BORDADO EAN M;6;6;0
116000000000000572;BUSO CUELLO RED AMARILLO BORDADO EAN L;4;4;0
116000000000000573;BUSO CUELLO RED AMARILLO BORDADO EAN XL;8;8;0
116000000000000574;BUSO CUELLO RED AMARILLO BORDADO EAN XXL;10;10;0
116000000000000575;BUSO CUELLO RED MORADO BORDADO EAN XS;8;8;0
116000000000000576;BUSO CUELLO RED MORADO BORDADO EAN S;4;4;0
116000000000000577;BUSO CUELLO RED MORADO BORDADO EAN M;4;4;0
116000000000000578;BUSO CUELLO RED MORADO BORDADO EAN L;7;7;0
116000000000000579;BUSO CUELLO RED MORADO BORDADO EAN XL;8;8;0
116000000000000580;BUSO CUELLO RED MORADO BORDADO EAN XXL;6;6;0
116000000000000581;BUSO CUELLO RED AZUL BORDADO EAN XS;6;6;0
116000000000000582;BUSO CUELLO RED AZUL BORDADO EAN S;7;7;0
116000000000000583;BUSO CUELLO RED AZUL BORDADO EAN M;5;5;0
116000000000000584;BUSO CUELLO RED AZUL BORDADO EAN L;5;5;0
116000000000000585;BUSO CUELLO RED AZUL BORDADO EAN XL;6;6;0
116000000000000586;BUSO CUELLO RED AZUL BORDADO EAN XXL;9;9;0
116000000000000587;BUSO CUELLO RED MENTA BORDADO EAN XS;7;7;0
116000000000000588;BUSO CUELLO RED MENTA BORDADO EAN S;5;5;0
116000000000000589;BUSO CUELLO RED MENTA BORDADO EAN M;7;7;0
116000000000000590;BUSO CUELLO RED MENTA BORDADO EAN L;7;7;0
116000000000000591;BUSO CUELLO RED MENTA BORDADO EAN XL;9;9;0
116000000000000592;BUSO CUELLO RED MENTA BORDADO EAN XXL;10;10;0
116000000000000391;AGENDA ABEJA;56;56;0
116000000000000235;AGENDA COLIBRI;12;12;0
116000000000000237;AGENDA ESPACIO;10;10;0
116000000000000234;AGENDA MAR;14;14;0
116000000000000233;AGENDA PERSONALIZADA;28;28;0
116000000000000236;AGENDA WONDER;0;0;0
116000000000000732;AGENDA EAN;0;0;0
116000000000000743;AGENDA LEGACY;48;48;0
116000000000000744;AGENDA HUMANISE;43;43;0
116000000000000745;AGENDA BEE;48;48;0
116000000000000109;BOLIGRAFO LONDON GIRATORIO;0;0;0
116000000000000110;BOLIGRAFO LONDON II;0;0;0
116000000000000108;BOLIGRAFO MISISIPI;7;7;0
116000000000000546;ESTILOGRAFO SAFARI;4;4;0
116000000000000547;ROLLERBALL SAFARI;1;1;0
116000000000000548;BOLIGRAFO SAFARI;6;6;0
116000000000000549;PORTAMINAS SAFARI;4;4;0
116000000000000550;BOLIGRAFO LOGO;2;2;0
116000000000000551;BOLIGRAFO LOGO PLATA;0;0;0
116000000000000552;BOLIGRAFO LOGO CEPILLADO;0;0;0
116000000000000553;PORTAMINAS LOGO PLATA;2;2;0
116000000000000554;REPUESTO BOLIGRAFO - M16;8;8;0
116000000000000555;REPUESTOS  PLUMAS - M63;9;9;0
116000000000000556;REPUESTOS CARTUCHOS;19;19;0
116000000000000386;BOTILITO AMARILLO TIENDA EAN;9;9;0
116000000000000000;BOTILITO AZUL 500 ML;0;0;0
116000000000000388;BOTILITO BIGGY EAN;2;2;0
116000000000000001;BOTILITO BLANCO 750 ML;54;54;0
116000000000000387;BOTILITO MORADO TIENDA EAN;10;10;0
116000000000000002;BOTILITO VERDE 500 ML;0;0;0
116000000000000536;TERMO NEGRO LOGO EAN;21;21;0
116000000000000726;TERMO GRIS;0;0;0
116000000000000727;TERMO BLANCO TIPO STANLEY;27;27;0
116000000000000728;TERMO COLOR PASTEL AMARILLO - ROSADO;18;18;0
116000000000000729;TERMO COLOR PASTEL VERDE - AZUL;22;22;0
116000000000000730;TERMO COLOR PASTEL MORADO;14;14;0
116000000000000339;CAJA DE BAMBOO X4;0;0;0
116000000000000343;CARGADOR BAMBOO SQUARE;2;2;0
116000000000000346;CLIP BAMBOO;19;19;0
116000000000000344;LAPIZ ECO PEN;53;53;0
116000000000000345;MUG BAMBOO 450ML;32;32;0
116000000000000337;MUG CON CUCHARA;5;5;0
116000000000000340;TORRE DE MADERA;5;5;0
116000000000000336;VASO BAMBOO II;15;15;0
116000000000000341;SET DE CUBIERTOS BAMBOO;11;11;0
116000000000000338;SET MEMO PAD;0;0;0
116000000000000342;SPIKER BAMBOO ECO;2;2;0
116000000000000226;GORRA GRIS LETRAS;8;10;2
116000000000000225;GORRA GRIS LOGO;0;0;0
116000000000000228;GORRA NEGRA LETRAS;0;0;0
116000000000000227;GORRA NEGRA LOGO;0;0;0
116000000000000535;GORRA BLANCA LOGO ;10;10;0
116000000000000650 ;GORRA RAICES;0;0;0
116000000000000742;GORRA VERDE EAN;33;33;0
116000000000000740;GORRA BEE GRIS;5;5;0
116000000000000741; GORRA BEE NEGRA;14;14;0
116000000000000209;MUG AMARILLO;9;9;0
116000000000000211;MUG AZUL;2;2;0
116000000000000213;MUG GRIS;6;6;0
116000000000000208;MUG MAGICO NEGRO;23;23;0
116000000000000212;MUG MORADO;6;6;0
116000000000000210;MUG VERDE;3;3;0
116000000000000461;PARAGUAS AMARILLO;68;68;0
116000000000000093;PARAGUAS DE PUNTOS;7;7;0
116000000000000121;PARAGUAS EJECUTIVO NEGRO;4;4;0
116000000000000122;PARAGUAS EJECUTIVO TURQUESA;19;19;0
116000000000000094;PARAGUAS GRIS;0;0;0
116000000000000462;PARAGUAS MORADO;11;11;0
116000000000000425;PELUCHE MELI TIENDA EAN;25;25;0
116000000000000593;MELI GRADUADA;11;11;0
116000000000000238;PINES;35;35;0
116000000000000331;PINES METALICOS IMAN;964;964;0
116000000000000335;IMAN 1967;89;90;1
116000000000000332;STIKERS 3D;420;420;0
116000000000000334;STIKERS CARRERAS;274;274;0
116000000000000333;STIKERS CARRO;137;137;0
116000000000000485;MALETA AMARILLA COLECCION 2024;3;3;0
116000000000000484;MALETA BLANCA COLECCION 2024;2;2;0
116000000000000481;MALETA GRIS COLECCION 2024;0;0;0
116000000000000483;MALETA NEGRA COLECCION 2024;0;0;0
116000000000000482;MALETA ROJA COLECCION 2024;1;1;0
116000000000000480;MALETA TURQUESA COLECCION 2024;0;0;0
116000000000000486;RIÑONERA  COLECCION 2024;1;1;0
116000000000000239;MALETA GRIS COLIBRI;7;7;0
116000000000000241;MALETA GRIS/AZUL;2;2;0
116000000000000243;MALETA I LOVE EAN;0;0;0
116000000000000240;MALETA NEGRA COLIBRI;2;2;0
116000000000000242;MALETA NEGRA/AZUL;0;1;1
116000000000000711;BEANIES VERDE;0;0;0
116000000000000712;BEANIES NEGRO;0;0;0
116000000000000713;BEANIES AMARILLO;0;0;0
116000000000000714;BUCKET HAT AMARILLO;0;0;0
116000000000000715;BUCKET HAT GRIS;0;0;0
116000000000000716;BUCKET HAT MORADO;0;0;0
116000000000000717;BUCKET HAT NEGRO;0;0;0
116000000000000718;MEDIAS;0;0;0
116000000000000719;PAÑOLETA PERRUNA;0;0;0
116000000000000720;CAPA PARA LLUVIA PERRUNA PEQUEÑA;0;0;0
116000000000000721;CARPA PARA LLUVIA PERRINA GRANDE;0;0;0
116000000000000722;TULA DEPORTIVA;0;0;0
116000000000000723;CANGURO;0;0;0
116000000000000724;FORRO PARA LAPTOP PEQUEÑO;0;0;0
116000000000000725;FORRO PARA LAPTOP GRANDE;0;0;0
116000000000000731;COBIJAS MELI;0;0;0
 116000000000000537;CORREA RESORTE;0;0;0
 116000000000000538; CORREA CORTA ;0;0;0
 116000000000000539;CORREA MULTIFINCIONAL;0;0;0
 116000000000000540;CORREA DOBLE;0;0;0
 116000000000000541;CORREA LUXURY LARGA;0;0;0
 116000000000000542;CORREA LUXURY CORTA ;0;0;0
 116000000000000543;BOTAS;0;0;0
 116000000000000544;CINTURON MULTIFUNCIONAL;0;0;0
 116000000000000545;CARGADOR PETS;0;0;0
116000000000000610;COLLARES -  20,000;0;0;0
116000000000000611;ARETES MORADOS - 45000;0;0;0
116000000000000620;ARETES CANDONGAS - 28000;0;0;0
116000000000000621;ARETES TRIANGULOS - manillas - Aretes Corazón- candongas negra y blanco 25,000 ;0;0;0
116000000000000622;ARETES REDONDOS AZUL Y NARANJA - 38.000;0;0;0
116000000000000623;BOLSO PEQUEÑO JEAN;0;0;0
116000000000000624;BOLSO MEDIANO JEAN;0;0;0
116000000000000625;BOLSO GRANDE JEAN;0;0;0
116000000000000626;CARTUCHERA JEAN;0;0;0
116000000000000627;ARETES CANDONGAS - 32.000;0;0;0
116000000000000628;ARETES TRIANGULOS - 40.000;0;0;0
116000000000000629;ARETES REDONDOS;0;0;0
116000000000000630;MUÑECOS BONGO MORONGO PEQUEÑOS;0;0;0
116000000000000631;MUÑECOS BONGO MORONGO GRANDE;0;0;0
116000000000000632;BOLSOS MEDIANOS;0;0;0
116000000000000633;BOLSO GRANDE;0;0;0
116000000000000634;LAPÍCEROS CON FLOR;0;0;0
116000000000000635;TOPITOS DE FLOR - ARETES AMARILLOS;0;0;0
116000000000000636;PRENDEDORES;0;0;0
116000000000000637;CORBATAS;0;0;0
116000000000000638;PINES DE CORAZONES;0;0;0
116000000000000639;COSMETIQUERAS;0;0;0
116000000000000640;BOLSO DE JEAN GRANDE;0;1;1
116000000000000641;BOLSO JEAN  FORMAL;0;0;0
116000000000000642;PORTA GAFAS;0;0;0
116000000000000704;CAFÉ CAJA X 20;0;0;0
116000000000000707;KIT CAJA X 20 MINI MUG;0;0;0
116000000000000708;KIT CAJA X 20 TETERA;0;0;0
116000000000000705;DOYPACK X 20 3 SABORES - TEMPLANZA Y TRISOMIA;0;0;0
116000000000000706;CAJA MADERA X 20 - ALBOROZO;0;0;0
116000000000000710;BODY;0;0;0
113000000000000000;CULTURA ORGANIZACIONAL EN EL AMBITO DE LOS PROYECTOS;0;0;0
113000000000000002;APRENDER A APRENDER. ESTRATEGIAS PARA PROMOVER PROCESO DE APRENDIZAJES AUTÓNOMO;0;0;0
113000000000000003;LA GESTIÓN DE PROYECTOS SOSTENIBLES COMO HERRAMIENTA PARA EL FORTALECIMIENTO DE LA COMPETITIVIDAD;0;0;0
113000000000000006;BUENAS PRACTICAS DOCENTES Y ESTRATEGICAS PEDAGOGICAS PARA EL DESARROLLO DE COMPETENCIA EMPRENDEDORAS;0;0;0
113000000000000007;EL FUTURO DE LA INTEGRACIÓN DE LA COMUNIDAD ANDINA, MERCOSUR Y LA ALIANZA PARA EL PACÍFICO ;0;0;0
113000000000000008;EL TALENTO HUMANO COMO FACTOR CLAVE EN EL ÉXITO DE LOS PROYECTOS;0;0;0
113000000000000010;LO QUE PIENSAN LOS ESTUDIANTES VIRTUALES EN COLOMBIA SOBRE EL BIENESTAR UNIVERSITARIO;0;0;0
113000000000000011;MODELOS, METODOLOGIAS Y SISTEMAS DE GESTIÓN DE PROYECTOS;0;0;0
113000000000000013;TÓPICOS GERENCIALES PARA LA GESTIÓN DE EMPRESAS: UNA MIRADA DESDE LA INVESTIGACIÓN;0;0;0
113000000000000145;LOS FESTIVALES EN LA PANDEMIA;0;0;0
113000000000000146;DE LA PALABRA AL LENGUAJE ESPECIALIZADO: TRADUCCIÓN Y TERMINOLOGÍA;0;0;0
113000000000000147;DIÁLOGOS ENTRE LA ECONOMÍA, LA CULTURA Y EL TERRITORIO;0;0;0
113000000000000148;ENSEÑANZA, LENGUA Y CULTURA EN ELE;0;0;0
113000000000000149;PROJECT MANAGEMENT AND DIRECTION ORGANIZATIONAL ABSORPTIVE CAPACITY - THE PM4AC MODEL;0;0;0
113000000000000015;CONSTRUCCIÓN DEL DISCURSO- HACIA LA FORMACIÓN DE UN PROFESIONAL COMPETENTE EN EL USO DEL LENGUAJE;0;0;0
113000000000000150;EAN LEGACY. LA CONSTRUCCIÓN DE LA INNOVACIÓN;0;0;0
113000000000000160;MENOS ES MÁS;0;0;0
113000000000000161;MICROPLÁSTICOS;0;0;0
113000000000000162;LA REVOLUCIÓN DE LAS SUFRAGISTAS;0;0;0
113000000000000163;GESTIÓN DE PROYECTOS Y ORGANIZACIONES. UNA MIRADA DESDE LAS TENDENCIAS MODERNAS DE GESTIÓN;0;0;0
113000000000000164;CERROS ORIENTALES;0;0;0
113000000000000165;DIRECCIÓN Y GESTIÓN DE PROYECTOS. PERSPECTIVA ÉTICA;0;0;0
113000000000000166;MOVIID;0;0;0
113000000000000019;EMPRESARIOS, TECNOLOGÍA Y GESTIÓN EN TRES FÁBRICAS BOGOTANAS 1880-1920;0;0;0
113000000000000020;ENTORNO GLOBAL, ÉTICA Y SOCIEDAD;0;0;0
113000000000000021;LA GERENCIA DE PROYECTOS COMO IMPULSOR DE LA ESTRATEGIA ORGANIZACIONAL;0;0;0
113000000000000022;REFERENTES PARA UNA MIRADA ACTUALIZADA DEL BIENESTAR UNIVERSITARIO;0;0;0
113000000000000180;SBN 9789587567205 SOSTENIBILIDAD PARA E;0;0;0
113000000000000054;MANUAL PARA EL MANEJO DE ARTISTAS MUSICALES;0;0;0
113000000000000012;SEGURIDAD Y POLÍTICAS ANTIDROGAS Y LUCHA ENTRE CARTELES;0;0;0
113000000000000069;MODELOS DE MODERNIZACION PARA LA GESTION DE ORGANIZACIONES;0;0;0
113000000000000026;EL ARTE PARA APRENDER A ARGUMENTAR;0;0;0
113000000000000190;QUE HAY DETRAS DE LAS EMOCIONES ;0;0;0
113000000000000016;CONTAMINACIÓN Y REMEDIACIÓN DE SUELOS EN COLOMBIA;0;0;0
113000000000000009;INNOVACIÓN Y EMPRENDIMIENTO EN EDUCACIÓN SUPERIOR;0;0;0
116000000000000389;BOLSAS KRAF GRANDE TIENDA EAN;1286;1286;0
116000000000000390;BOLSAS KRAF PEQUEÑA TIENDA EAN;1263;1263;0
116000000000000600;BOLSA TELA TIENDA EAN;385;385;0
